RecordId,Text,SentimentLabel,WordCount,Source
NLP-000034,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000035,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000036,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000037,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000038,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000039,"Average experience overall, may try again.",Neutral,6,Review
NLP-000040,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000041,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000042,Product arrived on time as described.,Neutral,6,Email
NLP-000043,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000044,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000045,It works as expected for basic needs.,Neutral,7,Review
NLP-000046,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000047,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000048,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000049,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000050,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000051,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000052,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000053,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000054,The team went above and beyond to help us.,Positive,9,Chat
NLP-000055,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000056,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000057,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000058,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000059,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000060,"Absolutely love this product, exceeded my expectations!",Positive,7,Survey
NLP-000061,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000062,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000063,Product arrived on time as described.,Neutral,6,Email
NLP-000064,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000065,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000066,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000067,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000068,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000069,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000070,Product arrived on time as described.,Neutral,6,Email
NLP-000071,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000072,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000073,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000074,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000075,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000076,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000077,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000078,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000079,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000080,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000081,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000082,Waited on hold for 45 minutes with no resolution.,Negative,9,Chat
NLP-000083,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000084,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000085,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000086,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000087,The team went above and beyond to help us.,Positive,9,Review
NLP-000088,Waited on hold for 45 minutes with no resolution.,Negative,9,Email
NLP-000089,The team went above and beyond to help us.,Positive,9,Email
NLP-000090,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000091,Product arrived on time as described.,Neutral,6,Chat
NLP-000092,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000093,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000094,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000095,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000096,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000097,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000098,Waited on hold for 45 minutes with no resolution.,Negative,9,Chat
NLP-000099,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000100,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000101,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000102,"Standard service, nothing exceptional.",Neutral,4,Review
NLP-000103,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000104,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000105,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000106,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000107,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000108,Product arrived on time as described.,Neutral,6,Survey
NLP-000109,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000110,Product arrived on time as described.,Neutral,6,Review
NLP-000111,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000112,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000113,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000114,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000115,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000116,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000117,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000118,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000119,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000120,Waited on hold for 45 minutes with no resolution.,Negative,9,Chat
NLP-000121,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000122,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000123,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000124,It works as expected for basic needs.,Neutral,7,Review
NLP-000125,The team went above and beyond to help us.,Positive,9,Chat
NLP-000126,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000127,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000128,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000129,The team went above and beyond to help us.,Positive,9,Email
NLP-000130,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000131,It works as expected for basic needs.,Neutral,7,Review
NLP-000132,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000133,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000134,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000135,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000136,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000137,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000138,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000139,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000140,It works as expected for basic needs.,Neutral,7,Review
NLP-000141,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000142,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000143,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000144,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000145,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000146,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000147,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000148,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000149,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000150,It works as expected for basic needs.,Neutral,7,Survey
NLP-000151,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000152,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000153,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000154,"Standard service, nothing exceptional.",Neutral,4,Review
NLP-000155,The team went above and beyond to help us.,Positive,9,Email
NLP-000156,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000157,Product arrived on time as described.,Neutral,6,Email
NLP-000158,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000159,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000160,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000161,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000162,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000163,"Absolutely love this product, exceeded my expectations!",Positive,7,Survey
NLP-000164,The team went above and beyond to help us.,Positive,9,Survey
NLP-000165,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000166,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000167,Fantastic quality and fast delivery.,Positive,5,Chat
NLP-000168,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000169,The team went above and beyond to help us.,Positive,9,Survey
NLP-000170,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000171,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000172,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000173,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000174,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000175,"Average experience overall, may try again.",Neutral,6,Review
NLP-000176,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000177,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000178,Waited on hold for 45 minutes with no resolution.,Negative,9,Chat
NLP-000179,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000180,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000181,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000182,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000183,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000184,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000185,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000186,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000187,The team went above and beyond to help us.,Positive,9,Survey
NLP-000188,Product arrived on time as described.,Neutral,6,Survey
NLP-000189,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000190,Product arrived on time as described.,Neutral,6,Review
NLP-000191,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000192,The team went above and beyond to help us.,Positive,9,Chat
NLP-000193,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000194,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000195,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000196,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000197,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000198,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000199,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000200,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000201,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000202,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000203,It works as expected for basic needs.,Neutral,7,Chat
NLP-000204,The team went above and beyond to help us.,Positive,9,Survey
NLP-000205,"Standard service, nothing exceptional.",Neutral,4,Ticket
NLP-000206,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000207,The team went above and beyond to help us.,Positive,9,Email
NLP-000208,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000209,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000210,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000211,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000212,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000213,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000214,It works as expected for basic needs.,Neutral,7,Review
NLP-000215,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000216,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000217,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000218,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000219,Product arrived on time as described.,Neutral,6,Ticket
NLP-000220,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000221,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000222,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000223,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000224,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000225,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000226,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000227,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000228,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000229,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000230,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000231,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000232,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000233,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000234,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000235,It works as expected for basic needs.,Neutral,7,Review
NLP-000236,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000237,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000238,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000239,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000240,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000241,"Average experience overall, may try again.",Neutral,6,Review
NLP-000242,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000243,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000244,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000245,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000246,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000247,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000248,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000249,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000250,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000251,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000252,It works as expected for basic needs.,Neutral,7,Email
NLP-000253,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000254,Product arrived on time as described.,Neutral,6,Ticket
NLP-000255,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000256,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000257,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000258,It works as expected for basic needs.,Neutral,7,Review
NLP-000259,It works as expected for basic needs.,Neutral,7,Survey
NLP-000260,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000261,"Average experience overall, may try again.",Neutral,6,Email
NLP-000262,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000263,It works as expected for basic needs.,Neutral,7,Email
NLP-000264,Product arrived on time as described.,Neutral,6,Email
NLP-000265,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000266,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000267,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000268,The team went above and beyond to help us.,Positive,9,Email
NLP-000269,Product arrived on time as described.,Neutral,6,Survey
NLP-000270,"Average experience overall, may try again.",Neutral,6,Email
NLP-000271,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000272,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000273,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000274,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000275,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000276,It works as expected for basic needs.,Neutral,7,Review
NLP-000277,Product arrived on time as described.,Neutral,6,Email
NLP-000278,"Average experience overall, may try again.",Neutral,6,Email
NLP-000279,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000280,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000281,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000282,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000283,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000284,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000285,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000286,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000287,"Would not recommend, multiple bugs in the software.",Negative,8,Chat
NLP-000288,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000289,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000290,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000291,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000292,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000293,It works as expected for basic needs.,Neutral,7,Survey
NLP-000294,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000295,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000296,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000297,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000298,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000299,The team went above and beyond to help us.,Positive,9,Review
NLP-000300,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000301,The team went above and beyond to help us.,Positive,9,Review
NLP-000302,It works as expected for basic needs.,Neutral,7,Chat
NLP-000303,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000304,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000305,Product arrived on time as described.,Neutral,6,Survey
NLP-000306,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000307,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000308,Product arrived on time as described.,Neutral,6,Chat
NLP-000309,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000310,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000311,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000312,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000313,"Best purchase I have made this year, highly recommend.",Positive,9,Email
NLP-000314,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000315,Product arrived on time as described.,Neutral,6,Email
NLP-000316,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000317,"Would not recommend, multiple bugs in the software.",Negative,8,Ticket
NLP-000318,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000319,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000320,The team went above and beyond to help us.,Positive,9,Chat
NLP-000321,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000322,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000323,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000324,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000325,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000326,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000327,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000328,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000329,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000330,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000331,The team went above and beyond to help us.,Positive,9,Email
NLP-000332,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000333,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000334,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000335,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000336,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000337,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000338,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000339,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000340,Product arrived on time as described.,Neutral,6,Chat
NLP-000341,The team went above and beyond to help us.,Positive,9,Chat
NLP-000342,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000343,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000344,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000345,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000346,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000347,It works as expected for basic needs.,Neutral,7,Survey
NLP-000348,"Average experience overall, may try again.",Neutral,6,Email
NLP-000349,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000350,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000351,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000352,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000353,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000354,The team went above and beyond to help us.,Positive,9,Chat
NLP-000355,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000356,Very disappointed with the quality for the price.,Negative,8,Ticket
NLP-000357,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000358,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000359,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000360,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000361,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000362,Product arrived on time as described.,Neutral,6,Review
NLP-000363,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000364,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000365,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000366,The team went above and beyond to help us.,Positive,9,Survey
NLP-000367,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000368,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000369,Very disappointed with the quality for the price.,Negative,8,Ticket
NLP-000370,It works as expected for basic needs.,Neutral,7,Survey
NLP-000371,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000372,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000373,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000374,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000375,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000376,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000377,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000378,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000379,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000380,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000381,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000382,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000383,Very disappointed with the quality for the price.,Negative,8,Ticket
NLP-000384,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000385,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000386,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000387,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000388,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000389,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000390,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000391,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000392,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000393,It works as expected for basic needs.,Neutral,7,Chat
NLP-000394,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000395,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000396,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000397,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000398,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000399,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000400,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000401,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000402,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000403,Very disappointed with the quality for the price.,Negative,8,Ticket
NLP-000404,"Best purchase I have made this year, highly recommend.",Positive,9,Email
NLP-000405,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000406,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000407,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000408,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000409,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000410,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000411,"Would not recommend, multiple bugs in the software.",Negative,8,Chat
NLP-000412,Waited on hold for 45 minutes with no resolution.,Negative,9,Chat
NLP-000413,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000414,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000415,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000416,Product arrived on time as described.,Neutral,6,Ticket
NLP-000417,It works as expected for basic needs.,Neutral,7,Email
NLP-000418,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
