RecordId,Text,SentimentLabel,WordCount,Source
NLP-000047,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000048,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000049,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000050,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000051,Waited on hold for 45 minutes with no resolution.,Negative,9,Email
NLP-000052,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000053,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000054,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000055,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000056,It works as expected for basic needs.,Neutral,7,Chat
NLP-000057,"Standard service, nothing exceptional.",Neutral,4,Ticket
NLP-000058,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000059,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000060,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000061,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000062,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000063,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000064,Fantastic quality and fast delivery.,Positive,5,Chat
NLP-000065,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000066,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000067,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000068,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000069,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000070,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000071,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000072,"Standard service, nothing exceptional.",Neutral,4,Review
NLP-000073,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000074,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000075,The team went above and beyond to help us.,Positive,9,Email
NLP-000076,"Would not recommend, multiple bugs in the software.",Negative,8,Chat
NLP-000077,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000078,It works as expected for basic needs.,Neutral,7,Email
NLP-000079,The team went above and beyond to help us.,Positive,9,Email
NLP-000080,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000081,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000082,Product arrived on time as described.,Neutral,6,Ticket
NLP-000083,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000084,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000085,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000086,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000087,The team went above and beyond to help us.,Positive,9,Survey
NLP-000088,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000089,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000090,"Absolutely love this product, exceeded my expectations!",Positive,7,Survey
NLP-000091,The team went above and beyond to help us.,Positive,9,Review
NLP-000092,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000093,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000094,The team went above and beyond to help us.,Positive,9,Chat
NLP-000095,Very disappointed with the quality for the price.,Negative,8,Ticket
NLP-000096,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000097,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000098,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000099,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000100,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000101,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000102,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000103,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000104,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000105,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000106,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000107,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000108,"Best purchase I have made this year, highly recommend.",Positive,9,Email
NLP-000109,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000110,It works as expected for basic needs.,Neutral,7,Email
NLP-000111,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000112,Waited on hold for 45 minutes with no resolution.,Negative,9,Email
NLP-000113,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000114,"Average experience overall, may try again.",Neutral,6,Survey
NLP-000115,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000116,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000117,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000118,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000119,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000120,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000121,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000122,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000123,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000124,Fantastic quality and fast delivery.,Positive,5,Survey
NLP-000125,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000126,Product arrived on time as described.,Neutral,6,Review
NLP-000127,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000128,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000129,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000130,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000131,Product arrived on time as described.,Neutral,6,Chat
NLP-000132,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000133,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000134,It works as expected for basic needs.,Neutral,7,Chat
NLP-000135,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000136,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000137,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000138,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000139,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000140,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000141,Product arrived on time as described.,Neutral,6,Survey
NLP-000142,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000143,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000144,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000145,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000146,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000147,Customer support was unhelpful and rude.,Negative,6,Ticket
NLP-000148,It works as expected for basic needs.,Neutral,7,Chat
NLP-000149,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000150,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000151,It works as expected for basic needs.,Neutral,7,Email
NLP-000152,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000153,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000154,The team went above and beyond to help us.,Positive,9,Review
NLP-000155,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000156,"Average experience overall, may try again.",Neutral,6,Email
NLP-000157,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000158,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000159,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000160,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000161,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000162,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000163,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000164,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000165,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000166,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000167,"Standard service, nothing exceptional.",Neutral,4,Ticket
NLP-000168,"Average experience overall, may try again.",Neutral,6,Review
NLP-000169,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000170,The team went above and beyond to help us.,Positive,9,Review
NLP-000171,"Best purchase I have made this year, highly recommend.",Positive,9,Email
NLP-000172,"Average experience overall, may try again.",Neutral,6,Email
NLP-000173,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000174,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000175,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000176,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000177,Product arrived on time as described.,Neutral,6,Chat
NLP-000178,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000179,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000180,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000181,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000182,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000183,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000184,"Absolutely love this product, exceeded my expectations!",Positive,7,Survey
NLP-000185,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000186,The team went above and beyond to help us.,Positive,9,Review
NLP-000187,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000188,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000189,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000190,It works as expected for basic needs.,Neutral,7,Survey
NLP-000191,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000192,"Average experience overall, may try again.",Neutral,6,Email
NLP-000193,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000194,It works as expected for basic needs.,Neutral,7,Email
NLP-000195,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000196,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000197,It works as expected for basic needs.,Neutral,7,Survey
NLP-000198,It works as expected for basic needs.,Neutral,7,Review
NLP-000199,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000200,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000201,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000202,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000203,"Average experience overall, may try again.",Neutral,6,Review
NLP-000204,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000205,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000206,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000207,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000208,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000209,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000210,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000211,The team went above and beyond to help us.,Positive,9,Email
NLP-000212,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000213,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000214,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000215,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000216,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000217,Very disappointed with the quality for the price.,Negative,8,SocialMedia
NLP-000218,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000219,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000220,Customer support was unhelpful and rude.,Negative,6,Chat
NLP-000221,Product arrived on time as described.,Neutral,6,Email
NLP-000222,Product arrived on time as described.,Neutral,6,Ticket
NLP-000223,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000224,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000225,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000226,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000227,"Best purchase I have made this year, highly recommend.",Positive,9,Email
NLP-000228,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000229,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000230,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000231,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000232,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000233,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000234,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000235,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000236,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000237,"Standard service, nothing exceptional.",Neutral,4,Survey
NLP-000238,"Received the item, still evaluating its features.",Neutral,7,Ticket
NLP-000239,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000240,It works as expected for basic needs.,Neutral,7,Survey
NLP-000241,It works as expected for basic needs.,Neutral,7,Survey
NLP-000242,"Received the item, still evaluating its features.",Neutral,7,Email
NLP-000243,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000244,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000245,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000246,"Would not recommend, multiple bugs in the software.",Negative,8,Ticket
NLP-000247,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000248,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000249,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000250,"Great customer service, issue resolved quickly.",Positive,6,SocialMedia
NLP-000251,"Terrible experience, product broke after one week.",Negative,7,SocialMedia
NLP-000252,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000253,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000254,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000255,"Terrible experience, product broke after one week.",Negative,7,Email
NLP-000256,"Terrible experience, product broke after one week.",Negative,7,Survey
NLP-000257,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000258,The team went above and beyond to help us.,Positive,9,Survey
NLP-000259,Product arrived on time as described.,Neutral,6,Chat
NLP-000260,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000261,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000262,"Absolutely love this product, exceeded my expectations!",Positive,7,Email
NLP-000263,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000264,It works as expected for basic needs.,Neutral,7,Chat
NLP-000265,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000266,The team went above and beyond to help us.,Positive,9,Review
NLP-000267,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000268,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000269,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000270,"Terrible experience, product broke after one week.",Negative,7,Review
NLP-000271,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000272,"Best purchase I have made this year, highly recommend.",Positive,9,Review
NLP-000273,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000274,It works as expected for basic needs.,Neutral,7,Chat
NLP-000275,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000276,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000277,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000278,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000279,"Received the item, still evaluating its features.",Neutral,7,Chat
NLP-000280,The team went above and beyond to help us.,Positive,9,Ticket
NLP-000281,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000282,Product arrived on time as described.,Neutral,6,Review
NLP-000283,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000284,Product arrived on time as described.,Neutral,6,Email
NLP-000285,"Would not recommend, multiple bugs in the software.",Negative,8,SocialMedia
NLP-000286,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000287,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000288,Very disappointed with the quality for the price.,Negative,8,Survey
NLP-000289,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000290,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000291,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000292,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000293,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000294,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000295,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000296,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000297,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000298,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000299,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000300,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000301,The team went above and beyond to help us.,Positive,9,Survey
NLP-000302,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000303,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000304,Fantastic quality and fast delivery.,Positive,5,Review
NLP-000305,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000306,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000307,"Standard service, nothing exceptional.",Neutral,4,Ticket
NLP-000308,"Absolutely love this product, exceeded my expectations!",Positive,7,Ticket
NLP-000309,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000310,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000311,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000312,Product arrived on time as described.,Neutral,6,SocialMedia
NLP-000313,"Would not recommend, multiple bugs in the software.",Negative,8,Chat
NLP-000314,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000315,It works as expected for basic needs.,Neutral,7,SocialMedia
NLP-000316,It works as expected for basic needs.,Neutral,7,Survey
NLP-000317,"Great customer service, issue resolved quickly.",Positive,6,Ticket
NLP-000318,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000319,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000320,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000321,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000322,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000323,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000324,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000325,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000326,"Best purchase I have made this year, highly recommend.",Positive,9,Ticket
NLP-000327,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000328,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000329,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000330,"Absolutely love this product, exceeded my expectations!",Positive,7,Chat
NLP-000331,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000332,Product arrived on time as described.,Neutral,6,Chat
NLP-000333,Product arrived on time as described.,Neutral,6,Email
NLP-000334,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000335,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000336,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000337,The team went above and beyond to help us.,Positive,9,SocialMedia
NLP-000338,The team went above and beyond to help us.,Positive,9,Email
NLP-000339,"Average experience overall, may try again.",Neutral,6,SocialMedia
NLP-000340,It works as expected for basic needs.,Neutral,7,Ticket
NLP-000341,"Absolutely love this product, exceeded my expectations!",Positive,7,SocialMedia
NLP-000342,"Best purchase I have made this year, highly recommend.",Positive,9,SocialMedia
NLP-000343,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000344,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000345,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000346,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000347,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000348,"Standard service, nothing exceptional.",Neutral,4,Ticket
NLP-000349,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000350,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000351,Customer support was unhelpful and rude.,Negative,6,SocialMedia
NLP-000352,The team went above and beyond to help us.,Positive,9,Email
NLP-000353,Customer support was unhelpful and rude.,Negative,6,Email
NLP-000354,Fantastic quality and fast delivery.,Positive,5,SocialMedia
NLP-000355,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000356,Waited on hold for 45 minutes with no resolution.,Negative,9,Email
NLP-000357,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000358,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000359,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000360,"Received the item, still evaluating its features.",Neutral,7,SocialMedia
NLP-000361,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000362,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000363,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000364,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000365,"Would not recommend, multiple bugs in the software.",Negative,8,Chat
NLP-000366,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000367,Product arrived on time as described.,Neutral,6,Ticket
NLP-000368,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000369,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000370,"Standard service, nothing exceptional.",Neutral,4,SocialMedia
NLP-000371,"Received the item, still evaluating its features.",Neutral,7,Review
NLP-000372,Very disappointed with the quality for the price.,Negative,8,Review
NLP-000373,"Would not recommend, multiple bugs in the software.",Negative,8,Email
NLP-000374,"Absolutely love this product, exceeded my expectations!",Positive,7,Review
NLP-000375,Fantastic quality and fast delivery.,Positive,5,Chat
NLP-000376,"Great customer service, issue resolved quickly.",Positive,6,Email
NLP-000377,"Terrible experience, product broke after one week.",Negative,7,Chat
NLP-000378,Fantastic quality and fast delivery.,Positive,5,Ticket
NLP-000379,The team went above and beyond to help us.,Positive,9,Survey
NLP-000380,"Great customer service, issue resolved quickly.",Positive,6,Chat
NLP-000381,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000382,Waited on hold for 45 minutes with no resolution.,Negative,9,Survey
NLP-000383,"Standard service, nothing exceptional.",Neutral,4,Chat
NLP-000384,"Standard service, nothing exceptional.",Neutral,4,Email
NLP-000385,"Best purchase I have made this year, highly recommend.",Positive,9,Survey
NLP-000386,"Great customer service, issue resolved quickly.",Positive,6,Survey
NLP-000387,Product arrived on time as described.,Neutral,6,Review
NLP-000388,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000389,Waited on hold for 45 minutes with no resolution.,Negative,9,Review
NLP-000390,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000391,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000392,Waited on hold for 45 minutes with no resolution.,Negative,9,SocialMedia
NLP-000393,"Would not recommend, multiple bugs in the software.",Negative,8,Survey
NLP-000394,"Best purchase I have made this year, highly recommend.",Positive,9,Chat
NLP-000395,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000396,It works as expected for basic needs.,Neutral,7,Chat
NLP-000397,Waited on hold for 45 minutes with no resolution.,Negative,9,Email
NLP-000398,"Received the item, still evaluating its features.",Neutral,7,Survey
NLP-000399,"Great customer service, issue resolved quickly.",Positive,6,Review
NLP-000400,It works as expected for basic needs.,Neutral,7,Email
NLP-000401,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000402,The team went above and beyond to help us.,Positive,9,Email
NLP-000403,"Would not recommend, multiple bugs in the software.",Negative,8,Review
NLP-000404,"Average experience overall, may try again.",Neutral,6,Chat
NLP-000405,Waited on hold for 45 minutes with no resolution.,Negative,9,Ticket
NLP-000406,"Average experience overall, may try again.",Neutral,6,Ticket
NLP-000407,"Absolutely love this product, exceeded my expectations!",Positive,7,Survey
NLP-000408,Customer support was unhelpful and rude.,Negative,6,Review
NLP-000409,Very disappointed with the quality for the price.,Negative,8,Chat
NLP-000410,Customer support was unhelpful and rude.,Negative,6,Survey
NLP-000411,"Terrible experience, product broke after one week.",Negative,7,Ticket
NLP-000412,Fantastic quality and fast delivery.,Positive,5,Email
NLP-000413,Very disappointed with the quality for the price.,Negative,8,Email
NLP-000414,"Average experience overall, may try again.",Neutral,6,Review
NLP-000415,The team went above and beyond to help us.,Positive,9,Survey
NLP-000416,Product arrived on time as described.,Neutral,6,Email
NLP-000417,"Great customer service, issue resolved quickly.",Positive,6,Survey
